run_id,match_id,table_size,hand_id,decision_id,player,profile,stage,pot_size,to_call,player_chips,chosen_action,bet_amount,response_time_ms,history_window_size,used_opponent_stats,used_fallback,reason
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,1,baseline,baseline,PreFlop,50,20,980,Call,0,0.044,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.02, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,2,weak_ai,weak_ai,PreFlop,90,10,950,Raise,30,3542.321,3,False,False,I have King-Club and I want to build the pot slightly given the current bet size. My style is conservative and I'm not looking for a bluff.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,3,baseline,baseline,PreFlop,120,30,950,Call,0,0.148,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.03, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,4,main_ai,main_ai,PreFlop,190,30,910,Raise,40,2965.338,20,True,False,Weak AI has raised preflop and is showing aggression. I will raise to put more pressure on them and build the pot. My range allows for a raise between 20-60.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,5,baseline,baseline,PreFlop,230,40,910,Call,0,0.04,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.04, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,6,weak_ai,weak_ai,PreFlop,310,40,870,Raise,40,2070.762,3,False,False,Main AI raised to 40. I need to call to stay competitive and avoid folding.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,7,baseline,baseline,PreFlop,350,40,870,Call,0,0.026,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.04, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,8,main_ai,main_ai,PreFlop,440,40,820,Raise,50,2334.603,20,True,False,Weak_ai has raised twice already and is showing aggression. I will raise to put more pressure on them and build the pot.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,9,baseline,baseline,PreFlop,490,50,820,Call,0,0.03,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.05, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,10,weak_ai,weak_ai,PreFlop,590,50,770,Raise,50,2705.453,3,False,False,"I am currently in a raise pot and I need to increase my bet to maintain some control. My opponent has raised twice already, so I will raise again to see where they stand."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,11,baseline,baseline,PreFlop,640,50,770,Call,0,0.037,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.06, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,12,main_ai,main_ai,PreFlop,750,50,710,Raise,60,2625.753,20,True,False,Weak AI has been raising aggressively recently. Baseline is calling consistently. I will raise to put more pressure on both players and maintain a reasonable position in the pot.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,13,baseline,baseline,PreFlop,810,60,710,Call,0,0.024,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.07, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,14,weak_ai,weak_ai,PreFlop,930,60,650,Raise,60,2736.47,3,False,False,"The main_ai raised to 60 and I need to keep up with the current action. My short memory profile suggests avoiding risky bluffs, so a standard raise is appropriate."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,15,baseline,baseline,PreFlop,990,60,650,Call,0,0.044,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.08, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,16,main_ai,main_ai,PreFlop,1110,60,590,Raise,60,2454.109,20,True,False,"Weak AI has raised three times consecutively, showing aggression. Baseline is calling. I should continue to pressure with a raise."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,17,baseline,baseline,PreFlop,1170,60,590,Call,0,0.044,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.08, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,18,weak_ai,weak_ai,PreFlop,1290,60,530,Raise,60,2488.626,3,False,False,"Main AI raised to 60, and I am using short memory poker bot. I will raise to match the highest bet."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,19,baseline,baseline,PreFlop,1350,60,530,Call,0,0.051,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.09, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,20,main_ai,main_ai,PreFlop,1470,60,470,Raise,60,2783.668,20,True,False,Weak AI has been raising consistently and aggressively. I will raise to maintain pressure and potentially extract more value. My range allows for this action.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,21,baseline,baseline,PreFlop,1530,60,470,Call,0,0.039,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.10, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,22,weak_ai,weak_ai,PreFlop,1650,60,410,Raise,60,2662.059,3,False,False,"Main AI raised to 60, and I am using short memory poker bot. I will raise to match the current bet."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,23,baseline,baseline,PreFlop,1710,60,410,Call,0,0.037,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.11, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,24,main_ai,main_ai,PreFlop,1830,60,350,Raise,60,2709.506,20,True,False,Weak AI has been raising consistently and aggressively. I will continue to increase pressure with a raise to maintain control of the pot and exploit their aggressive tendencies.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,25,baseline,baseline,PreFlop,1890,60,350,Call,0,0.043,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.13, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,26,weak_ai,weak_ai,PreFlop,2010,60,290,Raise,60,2753.548,3,False,False,"Main AI raised to 60, baseline called. I will raise to 60 to keep up with the action and not fall too far behind."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,27,baseline,baseline,PreFlop,2070,60,290,Call,0,0.041,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.15, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,28,main_ai,main_ai,PreFlop,2190,60,230,Raise,60,2376.475,20,True,False,Weak AI is aggressively raising and calling. I will raise to maintain pressure and exploit their aggression.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,29,baseline,baseline,PreFlop,2250,60,230,Call,0,0.04,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.17, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,30,weak_ai,weak_ai,PreFlop,2370,60,170,Raise,60,2920.31,3,False,False,"The main_ai raised to 60, and I am following suit with a raise of 60. My short memory profile dictates that I should match the current bet size."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,31,baseline,baseline,PreFlop,2430,60,170,Call,0,0.03,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.21, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,32,main_ai,main_ai,PreFlop,2550,60,110,Raise,60,2571.504,20,True,False,Weak AI is raising frequently and aggressively. I will raise to keep up with their aggression and potentially build a larger pot.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,33,baseline,baseline,PreFlop,2610,60,110,Call,0,0.028,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.26, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,34,weak_ai,weak_ai,PreFlop,2740,60,40,Raise,70,2810.371,3,False,False,Main AI raised before me and bet 60. I will raise to 70 to keep up with the action and not let them get too far ahead.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,35,baseline,baseline,PreFlop,2810,70,40,Call,0,0.025,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.39, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,36,main_ai,main_ai,PreFlop,2920,70,0,Raise,40,2789.327,20,True,False,Weak_ai is raising aggressively and frequently. I will raise to 70 to keep up with their aggression and potentially fold out weaker hands.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,37,baseline,baseline,PreFlop,2960,40,0,Call,0,0.03,0,False,False,"Baseline heuristic using preflop strength=0.80, pressure=0.50, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,1,38,weak_ai,weak_ai,PreFlop,3000,40,0,Call,0,2764.917,3,False,False,"The main_ai is all-in and raising significantly. Given my short memory and conservative style, calling to see the flop is a reasonable option."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,1,weak_ai,weak_ai,PreFlop,80,20,950,Raise,30,2712.787,3,False,False,I am a conservative bot with short memory. The pot is relatively small and I have a decent hand (22). Raising to 30 seems like a reasonable continuation bet given the current state.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,2,main_ai,main_ai,PreFlop,160,40,910,Raise,40,3319.151,20,True,False,"weak_ai has raised aggressively and is showing high aggression (95%). I should call their raise to see where we are at and not give up the pot. The raise range is 20-60, and 40 is a reasonable amount to continue the action."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,3,weak_ai,weak_ai,PreFlop,240,40,870,Raise,40,2491.852,3,False,False,I need to call main_ai's raise of 40 and I have K2. I will raise to 40 to match the current pot size.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,4,main_ai,main_ai,PreFlop,330,40,820,Raise,50,3204.648,20,True,False,"Weak AI has been aggressively raising and calling. I need to maintain pressure and increase the pot size. My range allows for a raise up to 60, and 50 is a reasonable amount given the current pot size and weak AI's recent actions."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,5,weak_ai,weak_ai,PreFlop,430,50,770,Raise,50,2352.37,3,False,False,I need to keep up with the current betting action and my opponent has raised multiple times. I will raise to 50 to stay competitive.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,6,main_ai,main_ai,PreFlop,540,50,710,Raise,60,3473.279,20,True,False,"Weak AI has been aggressively raising and calling consistently. Given my cards (Ace of Clubs, 3 of Clubs) and the pot size, I will raise to 60 to maintain pressure and potentially fold out weak hands. My recent history shows a trend of raises from weak_ai."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,7,weak_ai,weak_ai,PreFlop,660,60,650,Raise,60,3117.619,3,False,False,"main_ai just raised to 60, and I need to keep up with the action. My short memory profile suggests avoiding risky bluffs. Raising to 60 is within my raise range and a reasonable response."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,8,main_ai,main_ai,PreFlop,780,60,590,Raise,60,3291.903,20,True,False,Weak AI is showing high aggression and has raised multiple times. I need to maintain pressure and increase the pot size. My range allows for a raise up to 60 given the current bet and weak_ai's aggressive tendencies.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,9,weak_ai,weak_ai,PreFlop,900,60,530,Raise,60,2687.724,3,False,False,"main_ai just raised to 60, and I need to keep up with the action. My short memory profile suggests a conservative approach, so I'll match the current bet."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,10,main_ai,main_ai,PreFlop,1020,60,470,Raise,60,3364.746,20,True,False,Weak AI has been aggressively raising every street. I need to maintain pressure and exploit their aggression. My hand is decent (Ace-3) and the pot is building. Raising to 60 keeps me within the allowed range and represents a continuation of my aggressive strategy.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,11,weak_ai,weak_ai,PreFlop,1140,60,410,Raise,60,2419.532,3,False,False,Main AI has raised multiple times and is currently betting 60. I should match to stay competitive given my short memory profile.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,12,main_ai,main_ai,PreFlop,1260,60,350,Raise,60,2988.526,20,True,False,Weak AI is aggressively raising and has a high aggression stat. I will continue to raise to put pressure on him and exploit his aggressive tendencies. My current raise of 60 is within the allowed range.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,13,weak_ai,weak_ai,PreFlop,1380,60,290,Raise,60,3069.53,3,False,False,Main AI has raised multiple times and is currently betting 650. I need to keep up with the action and maintain pot control. My raise range is 20-60.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,14,main_ai,main_ai,PreFlop,1500,60,230,Raise,60,2939.191,20,True,False,Weak AI is aggressively raising and has a high aggression stat. I will continue to raise to maintain pressure and exploit their aggressive tendencies. My current raise of 60 is within the allowed range.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,15,weak_ai,weak_ai,PreFlop,1620,60,170,Raise,60,2646.885,3,False,False,Main AI has raised multiple times and is betting a significant amount. Following suit with a raise is the conservative action given my short memory profile.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,16,main_ai,main_ai,PreFlop,1740,60,110,Raise,60,3446.256,20,True,False,weak_ai is betting very aggressively and has a high aggression stat. I should continue to raise to put pressure on him and potentially build the pot. My current raise of 60 is within my allowed range and consistent with my recent actions.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,17,weak_ai,weak_ai,PreFlop,1870,60,40,Raise,70,2735.809,3,False,False,Main AI has raised multiple times and is betting aggressively. I need to keep up with the action and maintain a reasonable level of aggression given my short memory profile.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,18,main_ai,main_ai,PreFlop,1980,70,0,Raise,40,2692.702,20,True,False,weak_ai is betting very aggressively and has a high aggression stat. I should continue to raise to put pressure on him and build the pot.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,19,weak_ai,weak_ai,PreFlop,2020,40,0,Call,0,2694.169,3,False,False,The AI has a weak hand and is facing aggressive raises from multiple opponents. Calling seems like the most conservative option to avoid losing more chips.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,2,20,baseline,baseline,PreFlop,3000,980,0,Call,0,0.04,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.50, opponents=2."
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,3,1,main_ai,main_ai,PreFlop,80,20,950,Raise,30,2625.303,20,True,False,Weak AI has been aggressive and raised previously. I will raise to maintain pressure and potentially build the pot. My range is 20-60.
20260409T124455Z,match_001_baseline_vs_weak_ai_vs_main_ai,3,3,2,baseline,baseline,PreFlop,120,40,950,Call,0,0.043,0,False,False,"Baseline heuristic using preflop strength=0.53, pressure=0.04, opponents=2."
